LSOA11_CD,trips_per_day
E01021234,170.00
E01021235,373.00
E01021236,507.00
E01021237,389.00
E01021238,254.00
E01021239,349.00
E01021240,704.00
E01021241,206.00
E01021242,412.00
E01021243,463.00
E01021244,596.00
E01021245,44.00
E01021246,191.00
E01021247,613.00
E01021248,33.00
E01021249,6.00
E01021250,15.00
E01021251,491.00
E01021252,32.00
E01021253,495.00
E01021254,496.00
E01021255,269.00
E01021256,9.00
E01021257,1519.00
E01021258,535.00
E01021259,176.00
E01021260,752.00
E01021261,365.00
E01021262,505.00
E01021263,220.00
E01021264,242.00
E01021265,792.00
E01021266,1324.00
E01021267,1598.00
E01021268,546.00
E01021269,1517.00
E01021270,176.00
E01021271,38.00
E01021272,519.00
E01021273,979.00
E01021274,377.00
E01021275,546.00
E01021276,585.00
E01021277,589.00
E01021278,385.00
E01021279,108.00
E01021280,26.00
E01021281,2.00
E01021282,149.00
E01021283,235.00
E01021284,79.00
E01021285,28.00
E01021286,1311.00
E01021287,59.00
E01021288,99.00
E01021289,1119.00
E01021290,590.00
E01021291,695.00
E01021292,820.00
E01021293,1369.00
E01021294,288.00
E01021295,208.00
E01021296,842.00
E01021297,2128.00
E01021299,921.00
E01021300,76.00
E01021301,389.00
E01021302,727.00
E01021303,264.00
E01021304,141.00
E01021305,215.00
E01021306,227.00
E01021307,363.00
E01021308,150.00
E01021309,255.00
E01021310,2169.00
E01021311,490.00
E01021312,1378.00
E01021313,1026.00
E01021314,519.00
E01021315,502.00
E01021316,2055.00
E01021317,284.00
E01021318,3724.00
E01021319,150.00
E01021320,197.00
E01021321,760.00
E01021322,763.00
E01021323,207.00
E01021324,1254.00
E01021325,850.00
E01021326,299.00
E01021327,804.00
E01021328,609.00
E01021329,220.00
E01021330,649.00
E01021331,457.00
E01021334,1089.00
E01021335,492.00
E01021336,1045.00
E01021337,69.00
E01021338,166.00
E01021339,170.00
E01021340,160.00
E01021341,309.00
E01021342,224.00
E01021343,54.00
E01021344,366.00
E01021345,302.00
E01021346,285.00
E01021347,1137.00
E01021348,62.00
E01021349,37.00
E01021350,239.00
E01021351,50.00
E01021352,50.00
E01021353,50.00
E01021354,277.00
E01021355,461.00
E01021356,181.00
E01021357,51.00
E01021358,207.00
E01021359,342.00
E01021360,254.00
E01021361,260.00
E01021362,412.00
E01021364,236.00
E01021365,705.00
E01021366,240.00
E01021367,118.00
E01021368,110.00
E01021369,256.00
E01021370,172.00
E01021371,103.00
E01021372,96.00
E01021373,96.00
E01021374,205.00
E01021375,216.00
E01021376,80.00
E01021377,144.00
E01021378,123.00
E01021379,180.00
E01021380,531.00
E01021381,910.00
E01021382,618.00
E01021383,244.00
E01021384,44.00
E01021385,44.00
E01021386,360.00
E01021387,334.00
E01021388,379.00
E01021389,291.00
E01021390,120.00
E01021391,770.00
E01021392,473.00
E01021394,271.00
E01021395,114.00
E01021396,191.00
E01021397,279.00
E01021398,411.00
E01021400,154.00
E01021401,104.00
E01021402,313.00
E01021403,188.00
E01021404,330.00
E01021405,576.00
E01021406,144.00
E01021407,196.00
E01021408,684.00
E01021409,185.00
E01021410,277.00
E01021411,254.00
E01021412,200.00
E01021413,186.00
E01021414,76.00
E01021415,75.00
E01021416,1328.00
E01021417,39.00
E01021418,255.00
E01021419,52.00
E01021420,143.00
E01021422,351.00
E01021423,68.00
E01021424,56.00
E01021425,23.00
E01021426,1.00
E01021427,21.00
E01021430,134.00
E01021431,732.00
E01021432,126.00
E01021433,1020.00
E01021434,241.00
E01021435,654.00
E01021436,4045.00
E01021437,410.00
E01021438,1362.00
E01021439,976.00
E01021441,110.00
E01021442,185.00
E01021443,275.00
E01021444,302.00
E01021445,400.00
E01021446,117.00
E01021447,433.00
E01021448,114.00
E01021449,415.00
E01021450,431.00
E01021451,191.00
E01021452,132.00
E01021453,66.00
E01021454,269.00
E01021457,114.00
E01021458,282.00
E01021459,284.00
E01021460,567.00
E01021461,898.00
E01021462,871.00
E01021463,1218.00
E01021464,1201.00
E01021465,540.00
E01021466,729.00
E01021467,638.00
E01021468,1459.00
E01021469,331.00
E01021470,131.00
E01021471,304.00
E01021472,653.00
E01021473,515.00
E01021474,56.00
E01021475,148.00
E01021476,1091.00
E01021477,357.00
E01021478,748.00
E01021479,251.00
E01021480,930.00
E01021481,2140.00
E01021482,1611.00
E01021483,329.00
E01021485,774.00
E01021486,539.00
E01021488,240.00
E01021489,253.00
E01021490,229.00
E01021491,691.00
E01021492,689.00
E01021493,509.00
E01021494,266.00
E01021496,292.00
E01021497,691.00
E01021498,1911.00
E01021499,960.00
E01021500,280.00
E01021501,578.00
E01021502,914.00
E01021503,1884.00
E01021504,607.00
E01021505,1416.00
E01021507,703.00
E01021508,235.00
E01021510,462.00
E01021511,234.00
E01021512,2194.00
E01021513,468.00
E01021516,351.00
E01021518,4648.00
E01021519,11.00
E01021520,551.00
E01021522,1894.00
E01021523,177.00
E01021524,733.00
E01021525,246.00
E01021526,546.00
E01021527,468.00
E01021529,1189.00
E01021530,46.00
E01021531,1301.00
E01021532,61.00
E01021533,523.00
E01021535,941.00
E01021536,305.00
E01021537,674.00
E01021538,1059.00
E01021539,860.00
E01021540,936.00
E01021541,2612.00
E01021542,3291.00
E01021543,2012.00
E01021544,623.00
E01021545,234.00
E01021546,511.00
E01021547,283.00
E01021548,177.00
E01021550,521.00
E01021551,234.00
E01021552,1412.00
E01021553,290.00
E01021554,1030.00
E01021555,1286.00
E01021556,1773.00
E01021559,2602.00
E01021560,1346.00
E01021561,349.00
E01021562,66.00
E01021563,1146.00
E01021564,646.00
E01021565,606.00
E01021566,267.00
E01021568,51.00
E01021569,1451.00
E01021570,481.00
E01021571,1139.00
E01021572,173.00
E01021573,519.00
E01021574,3763.00
E01021575,69.00
E01021576,784.00
E01021577,12.00
E01021578,1513.00
E01021579,122.00
E01021580,48.00
E01021582,843.00
E01021583,669.00
E01021584,128.00
E01021586,864.00
E01021587,1245.00
E01021588,392.00
E01021589,120.00
E01021590,973.00
E01021591,857.00
E01021592,1509.00
E01021593,270.00
E01021594,752.00
E01021595,895.00
E01021596,1471.00
E01021597,555.00
E01021598,609.00
E01021599,197.00
E01021600,702.00
E01021601,261.00
E01021602,2148.00
E01021604,724.00
E01021605,164.00
E01021606,94.00
E01021608,132.00
E01021609,128.00
E01021610,56.00
E01021612,23.00
E01021613,295.00
E01021614,648.00
E01021615,324.00
E01021616,799.00
E01021617,504.00
E01021618,186.00
E01021619,318.00
E01021620,531.00
E01021621,278.00
E01021622,1081.00
E01021623,266.00
E01021624,360.00
E01021625,276.00
E01021626,416.00
E01021627,469.00
E01021628,637.00
E01021629,150.00
E01021631,858.00
E01021632,1144.00
E01021633,720.00
E01021634,1261.00
E01021635,158.00
E01021636,325.00
E01021637,509.00
E01021638,601.00
E01021639,391.00
E01021640,75.00
E01021641,1150.00
E01021642,593.00
E01021643,635.00
E01021644,841.00
E01021645,125.00
E01021646,4.00
E01021647,803.00
E01021648,2464.00
E01021649,6622.00
E01021650,4028.00
E01021651,1713.00
E01021652,1362.00
E01021653,501.00
E01021654,710.00
E01021655,175.00
E01021656,218.00
E01021657,451.00
E01021658,860.00
E01021659,251.00
E01021660,216.00
E01021661,576.00
E01021662,299.00
E01021663,243.00
E01021664,1534.00
E01021665,808.00
E01021666,505.00
E01021667,594.00
E01021668,11.00
E01021669,3803.00
E01021670,156.00
E01021671,2109.00
E01021673,576.00
E01021674,265.00
E01021675,1464.00
E01021676,1269.00
E01021677,215.00
E01021678,354.00
E01021679,2501.00
E01021680,1066.00
E01021681,1123.00
E01021682,4294.00
E01021683,1333.00
E01021684,163.00
E01021685,1857.00
E01021686,1615.00
E01021687,472.00
E01021688,875.00
E01021689,349.00
E01021690,478.00
E01021691,237.00
E01021692,268.00
E01021693,313.00
E01021694,834.00
E01021695,174.00
E01021696,1079.00
E01021697,881.00
E01021698,753.00
E01021699,939.00
E01021700,772.00
E01021702,348.00
E01021704,682.00
E01021705,344.00
E01021706,863.00
E01021707,302.00
E01021708,224.00
E01021709,560.00
E01021710,419.00
E01021711,983.00
E01021713,1399.00
E01021714,258.00
E01021715,402.00
E01021717,1174.00
E01021718,763.00
E01021719,1194.00
E01021720,1640.00
E01021721,961.00
E01021722,297.00
E01021723,334.00
E01021724,22.00
E01021725,507.00
E01021726,323.00
E01021727,193.00
E01021728,751.00
E01021729,428.00
E01021730,504.00
E01021731,145.00
E01021732,247.00
E01021733,770.00
E01021734,5.00
E01021735,374.00
E01021736,2383.00
E01021737,476.00
E01021738,669.00
E01021739,1397.00
E01021740,552.00
E01021741,521.00
E01021742,654.00
E01021743,619.00
E01021744,652.00
E01021745,900.00
E01021746,648.00
E01021747,323.00
E01021748,2055.00
E01021749,609.00
E01021750,1438.00
E01021751,863.00
E01021752,12.00
E01021753,532.00
E01021754,123.00
E01021755,644.00
E01021756,66.00
E01021757,2931.00
E01021758,328.00
E01021759,50.00
E01021761,1352.00
E01021762,354.00
E01021763,2.00
E01021765,1402.00
E01021766,1546.00
E01021767,1289.00
E01021768,677.00
E01021769,341.00
E01021770,179.00
E01021771,228.00
E01021772,427.00
E01021773,501.00
E01021774,500.00
E01021775,1175.00
E01021776,3061.00
E01021777,841.00
E01021778,35.00
E01021779,1022.00
E01021780,897.00
E01021781,1853.00
E01021782,2449.00
E01021783,858.00
E01021784,518.00
E01021785,1808.00
E01021786,1039.00
E01021787,268.00
E01021788,204.00
E01021789,1078.00
E01021790,317.00
E01021791,1308.00
E01021792,48.00
E01021793,56.00
E01021794,60.00
E01021795,100.00
E01021796,650.00
E01021797,387.00
E01021798,298.00
E01021799,366.00
E01021800,306.00
E01021801,66.00
E01021802,80.00
E01021804,1591.00
E01021806,851.00
E01021807,341.00
E01021808,16.00
E01021809,104.00
E01021810,320.00
E01021811,272.00
E01021812,214.00
E01021813,98.00
E01021814,79.00
E01021815,483.00
E01021816,701.00
E01021817,129.00
E01021818,1108.00
E01021819,204.00
E01021820,432.00
E01021821,161.00
E01021822,195.00
E01021823,471.00
E01021825,65.00
E01021826,68.00
E01021827,193.00
E01021828,68.00
E01021829,195.00
E01021830,235.00
E01021831,480.00
E01021832,144.00
E01021833,152.00
E01021835,496.00
E01021836,202.00
E01021837,130.00
E01021838,130.00
E01021839,226.00
E01021840,326.00
E01021841,125.00
E01021842,138.00
E01021843,465.00
E01021844,246.00
E01021845,297.00
E01021846,32.00
E01021847,292.00
E01021848,700.00
E01021849,70.00
E01021850,202.00
E01021851,470.00
E01021852,98.00
E01021853,821.00
E01021854,337.00
E01021855,242.00
E01021856,671.00
E01021857,311.00
E01021858,119.00
E01021859,441.00
E01021860,131.00
E01021862,116.00
E01021863,318.00
E01021864,367.00
E01021865,425.00
E01021866,167.00
E01021867,192.00
E01021868,805.00
E01021869,119.00
E01021870,792.00
E01021871,238.00
E01021872,2049.00
E01021873,65.00
E01021874,1257.00
E01021875,370.00
E01021878,164.00
E01021880,435.00
E01021881,147.00
E01021882,658.00
E01021883,645.00
E01021884,76.00
E01021885,168.00
E01021886,728.00
E01021887,164.00
E01021888,506.00
E01021889,1381.00
E01021890,1605.00
E01021891,535.00
E01021892,389.00
E01021893,804.00
E01021894,148.00
E01021895,385.00
E01021896,999.00
E01021897,139.00
E01021898,273.00
E01021899,119.00
E01021900,50.00
E01021901,208.00
E01021902,183.00
E01021903,265.00
E01021904,496.00
E01021905,21.00
E01021906,785.00
E01021907,272.00
E01021909,154.00
E01021910,548.00
E01021911,119.00
E01021912,118.00
E01021913,1347.00
E01021914,1422.00
E01021915,168.00
E01021916,70.00
E01021917,365.00
E01021918,285.00
E01021919,825.00
E01021920,773.00
E01021921,684.00
E01021922,208.00
E01021923,184.00
E01021924,631.00
E01021925,1034.00
E01021926,636.00
E01021927,154.00
E01021930,279.00
E01021931,149.00
E01021932,391.00
E01021933,383.00
E01021934,276.00
E01021935,148.00
E01021936,106.00
E01021937,479.00
E01021938,232.00
E01021939,152.00
E01021940,87.00
E01021941,953.00
E01021942,484.00
E01021943,240.00
E01021944,649.00
E01021945,359.00
E01021946,1109.00
E01021947,470.00
E01021948,117.00
E01021949,759.00
E01021951,353.00
E01021952,331.00
E01021954,464.00
E01021955,455.00
E01021956,655.00
E01021957,322.00
E01021958,745.00
E01021959,222.00
E01021960,558.00
E01021961,186.00
E01021962,2127.00
E01021963,166.00
E01021964,1307.00
E01021965,989.00
E01021966,1914.00
E01021967,1001.00
E01021968,288.00
E01021969,325.00
E01021970,55.00
E01021971,390.00
E01021972,291.00
E01021973,119.00
E01021974,370.00
E01021975,36.00
E01021976,90.00
E01021977,786.00
E01021978,542.00
E01021979,168.00
E01021980,232.00
E01021981,334.00
E01021982,240.00
E01021983,644.00
E01021984,446.00
E01021985,24.00
E01021986,30.00
E01021987,36.00
E01021988,440.00
E01021989,220.00
E01021990,302.00
E01021991,332.00
E01021992,316.00
E01021993,280.00
E01021994,477.00
E01021995,112.00
E01021996,43.00
E01021997,200.00
E01021998,265.00
E01021999,156.00
E01022000,118.00
E01022001,238.00
E01022002,206.00
E01022004,141.00
E01022005,302.00
E01022006,342.00
E01022007,230.00
E01022008,320.00
E01022009,180.00
E01022010,419.00
E01022011,556.00
E01022012,220.00
E01022013,536.00
E01022014,482.00
E01022015,20.00
E01022016,408.00
E01022017,598.00
E01022018,412.00
E01022019,564.00
E01022020,354.00
E01022021,255.00
E01022022,26.00
E01022023,69.00
E01022024,155.00
E01022025,796.00
E01022026,229.00
E01022027,373.00
E01022028,495.00
E01022030,125.00
E01022031,26.00
E01022032,124.00
E01022034,84.00
E01022035,138.00
E01022036,448.00
E01022037,84.00
E01022038,104.00
E01022039,342.00
E01022040,88.00
E01022041,148.00
E01022042,206.00
E01022043,274.00
E01022044,166.00
E01022045,298.00
E01022046,483.00
E01022047,486.00
E01022048,218.00
E01022049,242.00
E01022050,302.00
E01022051,652.00
E01022052,98.00
E01022053,1193.00
E01022054,388.00
E01022055,228.00
E01022056,241.00
E01022057,218.00
E01022058,341.00
E01022059,421.00
E01022060,308.00
E01022061,47.00
E01022062,290.00
E01022063,111.00
E01022064,222.00
E01022067,326.00
E01022068,607.00
E01022069,86.00
E01022070,200.00
E01022071,187.00
E01022072,371.00
E01022073,93.00
E01022074,43.00
E01022075,437.00
E01022076,474.00
E01022077,51.00
E01022078,5.00
E01022079,334.00
E01022080,212.00
E01022081,323.00
E01022082,250.00
E01022083,185.00
E01022084,51.00
E01022085,80.00
E01022086,481.00
E01022087,1057.00
E01022088,56.00
E01022089,35.00
E01022090,3187.00
E01022091,689.00
E01022092,395.00
E01022094,194.00
E01022095,398.00
E01022096,711.00
E01022097,106.00
E01022098,44.00
E01022099,584.00
E01022100,71.00
E01022101,16.00
E01022102,656.00
E01022103,23.00
E01022104,157.00
E01022105,144.00
E01022106,191.00
E01022107,136.00
E01022108,158.00
E01022109,422.00
E01022110,350.00
E01022111,260.00
E01022112,127.00
E01022113,240.00
E01022114,138.00
E01022115,451.00
E01022116,610.00
E01022117,378.00
E01022118,97.00
E01022119,185.00
E01022120,1.00
E01022121,4.00
E01022122,11.00
E01022123,128.00
E01022124,72.00
E01022125,141.00
E01022126,377.00
E01022127,809.00
E01022128,58.00
E01022129,364.00
E01022130,189.00
E01022131,88.00
E01022132,16.00
E01022133,4.00
E01022134,2.00
E01022135,164.00
E01022136,226.00
E01022137,217.00
E01022138,150.00
E01022139,324.00
E01022140,145.00
E01022141,405.00
E01022142,88.00
E01022143,323.00
E01022144,367.00
E01022145,65.00
E01022146,210.00
E01022147,170.00
E01022148,169.00
E01022149,128.00
E01022150,167.00
E01022151,46.00
E01022152,468.00
E01022153,112.00
E01022155,41.00
E01022156,68.00
E01022157,44.00
E01022158,189.00
E01022159,4.00
E01022160,78.00
E01022163,231.00
E01022164,230.00
E01022165,498.00
E01022166,213.00
E01022167,44.00
E01022168,2.00
E01022169,16.00
E01022170,63.00
E01022171,8.00
E01022172,66.00
E01022174,44.00
E01022175,306.00
E01022176,98.00
E01022177,188.00
E01022178,281.00
E01022179,109.00
E01022180,114.00
E01022181,222.00
E01022182,154.00
E01022183,122.00
E01022184,146.00
E01022185,92.00
E01022186,120.00
E01022187,851.00
E01022188,179.00
E01022189,54.00
E01022190,21.00
E01022191,50.00
E01022192,55.00
E01022193,19.00
E01022194,540.00
E01022195,299.00
E01022196,172.00
E01022197,98.00
E01022198,248.00
E01022199,134.00
E01022200,9.00
E01022201,58.00
E01022202,71.00
E01022203,88.00
E01022204,68.00
E01022205,234.00
E01022206,186.00
E01022207,64.00
E01022208,146.00
E01022209,28.00
E01022210,88.00
E01022211,187.00
E01022212,93.00
E01022213,179.00
E01022214,231.00
E01022215,136.00
E01022216,318.00
E01022217,20.00
E01022218,19.00
E01022219,44.00
E01022220,64.00
E01022221,235.00
E01022222,80.00
E01022223,310.00
E01022224,312.00
E01022225,243.00
E01022226,121.00
E01022227,106.00
E01022228,505.00
E01022229,278.00
E01022230,419.00
E01022231,112.00
E01022232,362.00
E01022233,174.00
E01022234,234.00
E01022235,477.00
E01022236,280.00
E01022237,51.00
E01022238,145.00
E01022239,128.00
E01022240,740.00
E01022241,449.00
E01022242,96.00
E01022243,225.00
E01022244,342.00
E01022245,403.00
E01022246,141.00
E01022247,192.00
E01022248,110.00
E01022249,615.00
E01022250,279.00
E01022251,531.00
E01022252,553.00
E01022253,433.00
E01022254,17.00
E01022255,313.00
E01022256,169.00
E01022257,154.00
E01022258,180.00
E01022259,113.00
E01022260,56.00
E01022261,19.00
E01022262,213.00
E01022263,338.00
E01022264,403.00
E01022265,1065.00
E01022266,1020.00
E01022267,704.00
E01022268,174.00
E01022269,189.00
E01022270,101.00
E01022271,434.00
E01022272,64.00
E01022273,136.00
E01022274,122.00
E01022275,101.00
E01022276,30.00
E01022277,25.00
E01022280,134.00
E01022281,153.00
E01022282,240.00
E01022283,6.00
E01022284,233.00
E01022285,51.00
E01022287,4.00
E01022288,509.00
E01022289,501.00
E01022291,91.00
E01022293,486.00
E01022295,120.00
E01022296,92.00
E01022297,234.00
E01022298,48.00
E01022301,55.00
E01022307,77.00
E01022309,11.00
E01022310,158.00
E01022311,401.00
E01022312,503.00
E01022313,4.00
E01022314,56.00
E01022315,13.00
E01022316,24.00
E01022317,94.00
E01022318,67.00
E01022319,804.00
E01022320,91.00
E01022321,673.00
E01022322,379.00
E01022323,532.00
E01022324,400.00
E01022325,270.00
E01022326,13.00
E01022327,560.00
E01022328,413.00
E01022329,332.00
E01022330,78.00
E01022331,21.00
E01022332,383.00
E01022333,98.00
E01022334,48.00
E01022335,242.00
E01022336,6.00
E01022338,65.00
E01022339,165.00
E01022340,3.00
E01022341,173.00
E01022343,864.00
E01022344,147.00
E01022345,924.00
E01022346,162.00
E01022347,1041.00
E01022348,503.00
E01022350,683.00
E01022351,169.00
E01022352,145.00
E01022353,102.00
E01022354,155.00
E01022355,84.00
E01022356,923.00
E01022357,148.00
E01022358,208.00
E01022359,174.00
E01022360,86.00
E01022361,132.00
E01022362,129.00
E01022363,341.00
E01022364,67.00
E01022365,2350.00
E01022366,154.00
E01022367,82.00
E01022368,296.00
E01022369,40.00
E01022370,89.00
E01022371,122.00
E01022372,451.00
E01022373,74.00
E01022374,109.00
E01022375,129.00
E01022376,1046.00
E01022377,335.00
E01022378,30.00
E01022380,734.00
E01022381,221.00
E01022382,110.00
E01022383,70.00
E01022384,108.00
E01022385,73.00
E01022386,310.00
E01022387,373.00
E01022388,138.00
E01022389,545.00
E01022390,55.00
E01022391,298.00
E01022392,70.00
E01022393,141.00
E01022394,224.00
E01022395,176.00
E01022396,345.00
E01022397,108.00
E01022398,288.00
E01022399,190.00
E01022400,360.00
E01022401,95.00
E01022402,136.00
E01022403,326.00
E01022404,552.00
E01022405,253.00
E01022406,530.00
E01022407,431.00
E01022408,195.00
E01022409,267.00
E01022410,311.00
E01022411,254.00
E01022412,982.00
E01022413,333.00
E01022414,122.00
E01022415,302.00
E01022416,71.00
E01022417,33.00
E01022418,175.00
E01022420,522.00
E01022421,2.00
E01022422,186.00
E01022423,135.00
E01022424,50.00
E01022425,1.00
E01022432,135.00
E01022433,15.00
E01022434,312.00
E01022435,56.00
E01022436,218.00
E01022437,17.00
E01022438,65.00
E01022439,39.00
E01022440,243.00
E01022441,715.00
E01022442,681.00
E01022443,166.00
E01022444,1707.00
E01022445,72.00
E01022446,205.00
E01022447,14.00
E01022448,76.00
E01022449,136.00
E01022450,20.00
E01022452,5.00
E01022453,406.00
E01022454,365.00
E01022455,153.00
E01022456,502.00
E01022457,123.00
E01022458,68.00
E01022459,420.00
E01022460,68.00
E01022461,192.00
E01022462,1.00
E01022463,200.00
E01022464,76.00
E01022465,398.00
E01022466,92.00
E01022467,24.00
E01022468,27.00
E01022469,21.00
E01022470,19.00
E01022471,3.00
E01022472,5.00
E01022473,3.00
E01022488,12.00
E01022489,2.00
E01022494,10.00
E01022503,3.00
E01022507,6.00
E01022514,4.00
E01022520,4.00
E01022523,8.00
E01022526,9.00
E01022528,3.00
E01022529,6.00
E01022531,7.00
E01022533,28.00
E01022534,35.00
E01022535,50.00
E01022554,37.00
E01022556,20.00
E01022561,45.00
E01022562,7.00
E01022563,23.00
E01022564,29.00
E01022565,17.00
E01022574,129.00
E01022575,6.00
E01022576,196.00
E01022577,27.00
E01022578,58.00
E01022579,25.00
E01022581,417.00
E01022582,180.00
E01022583,24.00
E01022584,33.00
E01022585,8.00
E01022586,9.00
E01022587,56.00
E01022588,42.00
E01022589,152.00
E01022590,141.00
E01022591,67.00
E01022592,173.00
E01022596,3.00
E01022597,87.00
E01022603,67.00
E01022604,93.00
E01022605,146.00
E01022606,329.00
E01022607,580.00
E01022608,241.00
E01022610,815.00
E01022611,70.00
E01022613,3.00
E01022614,87.00
E01022615,6.00
E01022616,28.00
E01022618,76.00
E01022619,5.00
E01022620,1.00
E01022622,190.00
E01022624,191.00
E01022625,177.00
E01022627,8.00
E01022628,37.00
E01022629,39.00
E01022630,190.00
E01022631,126.00
E01022632,34.00
E01022633,140.00
E01022634,188.00
E01022635,106.00
E01022636,53.00
E01022639,157.00
E01022640,240.00
E01022641,1.00
E01022642,53.00
E01022643,441.00
E01022644,646.00
E01022645,371.00
E01022646,1050.00
E01022647,379.00
E01022648,772.00
E01022649,1287.00
E01022650,1298.00
E01022651,144.00
E01022652,455.00
E01022653,785.00
E01022654,180.00
E01022655,6.00
E01022656,729.00
E01022657,594.00
E01022658,411.00
E01022659,62.00
E01022660,225.00
E01022661,649.00
E01022663,296.00
E01022664,18.00
E01022665,285.00
E01022666,941.00
E01022667,50.00
E01022668,49.00
E01022670,491.00
E01022671,1208.00
E01022672,97.00
E01022673,96.00
E01022674,188.00
E01022675,27.00
E01022676,151.00
E01022677,3879.00
E01022678,1904.00
E01022679,645.00
E01022680,318.00
E01022681,276.00
E01022682,7.00
E01022683,972.00
E01022684,297.00
E01022685,609.00
E01022686,223.00
E01022687,288.00
E01022688,394.00
E01022689,430.00
E01022690,198.00
E01022691,387.00
E01022692,304.00
E01022693,100.00
E01022694,5.00
E01022695,366.00
E01022696,109.00
E01022697,68.00
E01022698,182.00
E01022699,88.00
E01022700,567.00
E01022701,121.00
E01022702,314.00
E01022703,211.00
E01022704,30.00
E01022705,259.00
E01022706,467.00
E01022707,45.00
E01022708,29.00
E01022709,30.00
E01022710,410.00
E01022711,197.00
E01022712,425.00
E01022713,205.00
E01022714,6.00
E01022715,114.00
E01022716,244.00
E01022717,118.00
E01022718,185.00
E01022719,856.00
E01022720,20.00
E01022721,8.00
E01022722,9.00
E01022723,1569.00
E01022724,348.00
E01022725,40.00
E01022726,25.00
E01022727,608.00
E01022728,1482.00
E01022729,114.00
E01022730,179.00
E01022731,49.00
E01022732,212.00
E01022733,59.00
E01022734,120.00
E01022735,1436.00
E01022736,22.00
E01022737,14.00
E01022738,1545.00
E01022739,193.00
E01022740,303.00
E01022741,194.00
E01022742,209.00
E01022743,293.00
E01022744,305.00
E01022745,30.00
E01022746,6.00
E01022747,12.00
E01022748,12.00
E01022749,115.00
E01022750,697.00
E01022752,77.00
E01022753,149.00
E01022754,213.00
E01022755,76.00
E01022758,146.00
E01022759,375.00
E01022760,750.00
E01022761,375.00
E01022762,375.00
E01022763,381.00
E01022764,1454.00
E01022765,142.00
E01022766,680.00
E01022767,22.00
E01022768,22.00
E01022769,908.00
E01022770,917.00
E01022771,45.00
E01022772,63.00
E01022773,392.00
E01022774,379.00
E01022776,6.00
E01022777,266.00
E01022778,33.00
E01022780,84.00
E01022781,156.00
E01022782,567.00
E01022783,172.00
E01022784,198.00
E01022785,156.00
E01022786,76.00
E01022788,181.00
E01022789,208.00
E01022790,465.00
E01022791,151.00
E01022792,3.00
E01022793,392.00
E01022794,224.00
E01022795,293.00
E01022796,605.00
E01022797,402.00
E01022798,32.00
E01022799,48.00
E01022800,452.00
E01022801,748.00
E01022802,659.00
E01022803,746.00
E01022804,39.00
E01022805,463.00
E01022806,264.00
E01022807,149.00
E01022810,1436.00
E01022811,30.00
E01022813,135.00
E01022814,772.00
E01022815,374.00
E01022817,405.00
E01022818,256.00
E01022819,56.00
E01022820,281.00
E01022823,124.00
E01022824,250.00
E01022825,500.00
E01022826,51.00
E01022828,419.00
E01022829,178.00
E01022830,374.00
E01022831,250.00
E01022832,502.00
E01022833,408.00
E01022835,283.00
E01022836,5.00
E01022837,315.00
E01022838,260.00
E01022839,125.00
E01022840,1520.00
E01022841,712.00
E01022842,169.00
E01022843,1436.00
E01022846,6.00
E01022847,118.00
E01022848,100.00
E01022849,86.00
E01022850,137.00
E01022851,15.00
E01022852,3.00
E01022853,187.00
E01022854,114.00
E01022855,70.00
E01022856,46.00
E01022857,117.00
E01022859,31.00
E01022860,165.00
E01022861,33.00
E01022862,280.00
E01022863,55.00
E01022864,14.00
E01022865,71.00
E01022867,282.00
E01022868,33.00
E01022869,132.00
E01022870,87.00
E01022872,259.00
E01022873,180.00
E01022874,49.00
E01022875,151.00
E01022876,157.00
E01022877,68.00
E01022879,36.00
E01022880,16.00
E01022890,102.00
E01022891,154.00
E01022892,201.00
E01022893,54.00
E01022894,6.00
E01022895,159.00
E01022897,108.00
E01022898,107.00
E01022899,305.00
E01022900,1440.00
E01022901,798.00
E01022902,386.00
E01022903,392.00
E01022904,566.00
E01022905,1302.00
E01022906,818.00
E01022907,205.00
E01022908,291.00
E01022909,436.00
E01022910,1341.00
E01022911,870.00
E01022913,183.00
E01022914,367.00
E01022915,901.00
E01022916,830.00
E01022917,385.00
E01022918,303.00
E01022919,11.00
E01022920,336.00
E01022921,19.00
E01022922,316.00
E01022924,87.00
E01022926,49.00
E01022927,84.00
E01022928,600.00
E01022929,274.00
E01022930,186.00
E01022931,368.00
E01022933,451.00
E01022934,446.00
E01022935,152.00
E01022936,752.00
E01022937,233.00
E01022938,190.00
E01022939,330.00
E01022940,516.00
E01022941,188.00
E01022942,376.00
E01022943,371.00
E01022944,1198.00
E01022945,374.00
E01022946,704.00
E01022947,394.00
E01022948,424.00
E01022949,709.00
E01022950,443.00
E01022952,743.00
E01022953,1690.00
E01022954,1010.00
E01022955,300.00
E01022957,576.00
E01022958,129.00
E01022959,387.00
E01022960,225.00
E01022961,247.00
E01022962,712.00
E01022963,249.00
E01022964,37.00
E01022965,193.00
E01022966,1287.00
E01022967,357.00
E01022968,601.00
E01022969,1055.00
E01022970,1096.00
E01022971,42.00
E01022972,334.00
E01022973,1366.00
E01022974,136.00
E01022975,819.00
E01022976,374.00
E01022977,475.00
E01022978,78.00
E01022979,30.00
E01022980,704.00
E01022981,400.00
E01022982,1046.00
E01022983,260.00
E01022984,33.00
E01022985,24.00
E01022986,212.00
E01022987,816.00
E01022988,55.00
E01022989,44.00
E01022990,220.00
E01022991,456.00
E01022992,284.00
