LSOA11_CD,trips_per_day
E01008542,799.00
E01008543,899.00
E01008544,452.00
E01008545,1054.00
E01008546,565.00
E01008547,48.00
E01008548,116.00
E01008549,491.00
E01008550,432.00
E01008551,680.00
E01008552,1051.00
E01008553,571.00
E01008554,426.00
E01008555,687.00
E01008556,1401.00
E01008557,711.00
E01008558,1066.00
E01008559,491.00
E01008560,1084.00
E01008561,669.00
E01008562,774.00
E01008563,384.00
E01008564,547.00
E01008565,641.00
E01008567,1182.00
E01008568,1138.00
E01008569,406.00
E01008570,1225.00
E01008571,532.00
E01008572,708.00
E01008573,1067.00
E01008574,352.00
E01008575,1796.00
E01008576,306.00
E01008577,979.00
E01008578,731.00
E01008579,315.00
E01008580,136.00
E01008581,484.00
E01008582,414.00
E01008583,1374.00
E01008584,1361.00
E01008585,953.00
E01008586,748.00
E01008588,909.00
E01008589,246.00
E01008590,1062.00
E01008591,1308.00
E01008592,406.00
E01008593,281.00
E01008594,1809.00
E01008595,2141.00
E01008596,330.00
E01008597,903.00
E01008598,281.00
E01008599,423.00
E01008600,301.00
E01008601,1262.00
E01008602,209.00
E01008603,540.00
E01008604,690.00
E01008605,299.00
E01008606,830.00
E01008607,802.00
E01008608,699.00
E01008609,784.00
E01008610,676.00
E01008611,362.00
E01008612,386.00
E01008613,1478.00
E01008614,683.00
E01008615,1210.00
E01008616,286.00
E01008617,562.00
E01008618,558.00
E01008619,1223.00
E01008620,695.00
E01008621,175.00
E01008622,467.00
E01008624,609.00
E01008625,567.00
E01008627,532.00
E01008628,992.00
E01008629,1694.00
E01008630,420.00
E01008631,875.00
E01008632,631.00
E01008633,615.00
E01008634,461.00
E01008635,571.00
E01008636,184.00
E01008637,762.00
E01008638,1.00
E01008639,95.00
E01008640,500.00
E01008641,67.00
E01008642,163.00
E01008643,105.00
E01008644,29.00
E01008645,60.00
E01008646,90.00
E01008647,591.00
E01008648,1196.00
E01008649,1526.00
E01008650,266.00
E01008651,1157.00
E01008652,31.00
E01008653,27.00
E01008654,3.00
E01008655,80.00
E01008656,138.00
E01008657,204.00
E01008658,204.00
E01008659,613.00
E01008660,467.00
E01008661,378.00
E01008662,482.00
E01008663,678.00
E01008664,1515.00
E01008665,231.00
E01008666,1456.00
E01008667,7421.00
E01008668,2421.00
E01008669,848.00
E01008670,710.00
E01008671,612.00
E01008672,634.00
E01008673,1081.00
E01008674,1398.00
E01008675,354.00
E01008676,916.00
E01008677,972.00
E01008678,1930.00
E01008679,1693.00
E01008680,475.00
E01008681,2264.00
E01008682,644.00
E01008683,1282.00
E01008684,1075.00
E01008685,3514.00
E01008686,357.00
E01008687,1382.00
E01008688,1049.00
E01008689,1236.00
E01008690,365.00
E01008691,861.00
E01008692,1294.00
E01008693,2504.00
E01008694,752.00
E01008695,1862.00
E01008696,251.00
E01008697,1218.00
E01008698,1214.00
E01008699,1404.00
E01008700,2143.00
E01008701,430.00
E01008702,185.00
E01008703,5644.00
E01008704,1755.00
E01008705,987.00
E01008706,975.00
E01008707,1000.00
E01008708,1011.00
E01008709,4611.00
E01008711,2512.00
E01008712,1376.00
E01008713,1338.00
E01008714,858.00
E01008715,649.00
E01008716,838.00
E01008717,869.00
E01008718,1228.00
E01008719,487.00
E01008720,2113.00
E01008721,638.00
E01008722,1357.00
E01008723,2533.00
E01008724,347.00
E01008725,577.00
E01008726,1030.00
E01008728,349.00
E01008729,887.00
E01008730,1230.00
E01008731,1198.00
E01008732,1096.00
E01008733,1223.00
E01008734,741.00
E01008735,982.00
E01008736,729.00
E01008737,948.00
E01008738,942.00
E01008739,939.00
E01008740,1101.00
E01008741,1488.00
E01008742,920.00
E01008743,679.00
E01008744,1108.00
E01008745,829.00
E01008746,333.00
E01008747,1838.00
E01008748,932.00
E01008749,364.00
E01008750,968.00
E01008751,760.00
E01008752,148.00
E01008753,680.00
E01008754,2365.00
E01008755,493.00
E01008756,791.00
E01008757,519.00
E01008758,1910.00
E01008759,1715.00
E01008760,1667.00
E01008761,1032.00
E01008762,1215.00
E01008764,377.00
E01008765,240.00
E01008766,834.00
E01008767,230.00
E01008768,607.00
E01008769,759.00
E01008770,840.00
E01008771,765.00
E01008772,2974.00
E01008773,1032.00
E01008774,233.00
E01008775,1058.00
E01008776,1190.00
E01008777,1052.00
E01008778,1244.00
E01008779,1140.00
E01008780,983.00
E01008781,1960.00
E01008782,758.00
E01008783,243.00
E01008784,491.00
E01008785,321.00
E01008786,15.00
E01008787,1652.00
E01008788,726.00
E01008789,358.00
E01008790,110.00
E01008791,3148.00
E01008792,650.00
E01008793,890.00
E01008795,604.00
E01008796,842.00
E01008797,501.00
E01008799,967.00
E01008800,119.00
E01008801,275.00
E01008802,626.00
E01008803,284.00
E01008804,344.00
E01008805,478.00
E01008808,1828.00
E01008809,1041.00
E01008810,1496.00
E01008811,72.00
E01008812,995.00
E01008813,971.00
E01008814,857.00
E01008817,1210.00
E01008819,1321.00
E01008820,1838.00
E01008821,1335.00
E01008822,1186.00
E01008823,394.00
E01008824,622.00
E01008825,928.00
E01008826,1098.00
E01008827,1744.00
E01008828,1594.00
E01008829,1213.00
E01008830,2397.00
E01008831,7258.00
E01008833,1155.00
E01008834,419.00
E01008835,1331.00
E01008836,2327.00
E01008837,933.00
E01008838,885.00
E01008839,1780.00
E01008840,1071.00
E01008841,1221.00
E01008842,1031.00
E01008843,512.00
E01008844,229.00
E01008845,51.00
E01008846,53.00
E01008847,21.00
E01008848,1308.00
E01008849,251.00
E01008850,489.00
E01008851,52.00
E01008852,488.00
E01008853,518.00
E01008854,882.00
E01008855,2709.00
E01008856,516.00
E01008857,168.00
E01008858,1521.00
E01008859,818.00
E01008860,729.00
E01008861,703.00
E01008862,555.00
E01008863,55.00
E01008864,147.00
E01008865,71.00
E01008866,98.00
E01008867,39.00
E01008868,33.00
E01008869,62.00
E01008870,210.00
E01008871,132.00
E01008872,290.00
E01008873,168.00
E01008875,128.00
E01008876,972.00
E01008877,880.00
E01008879,97.00
E01008880,362.00
E01008881,3943.00
E01008882,84.00
E01008883,1514.00
E01008884,2177.00
E01008885,630.00
E01008886,2634.00
E01008887,2465.00
E01008888,966.00
E01008889,1060.00
E01008890,642.00
E01008891,291.00
E01008892,305.00
E01008893,716.00
E01008894,2518.00
E01008895,48.00
E01008896,102.00
E01008897,624.00
E01008898,1350.00
E01008899,1244.00
E01008901,2591.00
E01008905,396.00
E01008906,786.00
E01008907,1328.00
E01008909,913.00
E01008910,2711.00
E01008911,390.00
E01008913,4191.00
E01008914,5743.00
E01008915,1566.00
E01008916,748.00
E01008917,608.00
E01008918,2363.00
E01008919,3186.00
E01008920,1298.00
E01008921,1486.00
E01008923,2919.00
E01008924,327.00
E01008927,695.00
E01008928,742.00
E01008929,2105.00
E01008930,1434.00
E01008931,986.00
E01008932,1150.00
E01008933,3179.00
E01008934,40.00
E01008935,2664.00
E01008936,765.00
E01008937,1733.00
E01008938,485.00
E01008939,1815.00
E01008940,1006.00
E01008941,601.00
E01008942,534.00
E01008943,985.00
E01008944,508.00
E01008945,2042.00
E01008946,1591.00
E01008947,763.00
E01008948,1401.00
E01008950,1494.00
E01008951,1938.00
E01008952,2970.00
E01008953,1898.00
E01008954,1507.00
E01008955,1025.00
E01008956,1124.00
E01008957,4080.00
E01008958,680.00
E01008959,973.00
E01008960,644.00
E01008961,2306.00
E01008962,1254.00
E01008963,3125.00
E01008964,129.00
E01008965,646.00
E01008966,1625.00
E01008967,666.00
E01008968,2707.00
E01008969,1022.00
E01008970,11.00
E01008971,2866.00
E01008972,1632.00
E01008973,1279.00
E01008974,583.00
E01008975,2283.00
E01008976,3011.00
E01008977,439.00
E01008978,2824.00
E01008979,2398.00
E01008980,1239.00
E01008981,4182.00
E01008982,3591.00
E01008984,3261.00
E01008986,266.00
E01008987,18.00
E01008988,1169.00
E01008989,2749.00
E01008990,4360.00
E01008991,1312.00
E01008992,2409.00
E01008994,3896.00
E01008995,1729.00
E01008996,1323.00
E01008997,428.00
E01008998,641.00
E01008999,377.00
E01009000,2774.00
E01009001,268.00
E01009002,426.00
E01009003,1848.00
E01009005,900.00
E01009006,301.00
E01009007,6975.00
E01009008,573.00
E01009009,210.00
E01009011,986.00
E01009012,114.00
E01009013,1987.00
E01009014,86.00
E01009015,3080.00
E01009016,1623.00
E01009018,3605.00
E01009019,860.00
E01009020,611.00
E01009021,666.00
E01009022,688.00
E01009023,620.00
E01009024,1078.00
E01009025,430.00
E01009026,2059.00
E01009028,34.00
E01009029,1176.00
E01009030,1517.00
E01009031,2077.00
E01009032,360.00
E01009033,250.00
E01009034,1217.00
E01009035,597.00
E01009036,1281.00
E01009037,404.00
E01009039,210.00
E01009040,361.00
E01009041,720.00
E01009042,10.00
E01009043,2521.00
E01009044,655.00
E01009045,1463.00
E01009046,2168.00
E01009047,780.00
E01009048,394.00
E01009049,2240.00
E01009050,668.00
E01009051,3502.00
E01009053,1753.00
E01009056,3164.00
E01009057,40.00
E01009059,752.00
E01009060,940.00
E01009061,226.00
E01009062,468.00
E01009064,10.00
E01009065,446.00
E01009066,2456.00
E01009067,20.00
E01009068,3844.00
E01009069,2495.00
E01009070,1052.00
E01009071,3618.00
E01009072,2871.00
E01009073,345.00
E01009074,815.00
E01009075,1100.00
E01009077,1067.00
E01009078,2683.00
E01009079,914.00
E01009080,969.00
E01009081,914.00
E01009082,909.00
E01009083,1375.00
E01009084,20.00
E01009085,1416.00
E01009086,1821.00
E01009087,2078.00
E01009088,940.00
E01009089,970.00
E01009090,3748.00
E01009091,823.00
E01009092,324.00
E01009093,302.00
E01009094,1219.00
E01009095,2121.00
E01009096,44.00
E01009097,469.00
E01009098,3064.00
E01009099,1689.00
E01009100,1701.00
E01009101,3051.00
E01009102,3513.00
E01009103,990.00
E01009104,1264.00
E01009105,735.00
E01009106,87.00
E01009107,3161.00
E01009108,1020.00
E01009109,1014.00
E01009110,1400.00
E01009111,187.00
E01009112,877.00
E01009113,2119.00
E01009114,1872.00
E01009115,651.00
E01009116,3695.00
E01009117,1484.00
E01009118,1266.00
E01009119,4730.00
E01009120,1603.00
E01009121,1754.00
E01009122,1027.00
E01009123,1791.00
E01009125,1018.00
E01009126,320.00
E01009127,210.00
E01009128,2990.00
E01009129,1051.00
E01009130,292.00
E01009131,200.00
E01009132,642.00
E01009133,1474.00
E01009134,1110.00
E01009135,305.00
E01009136,385.00
E01009137,473.00
E01009138,590.00
E01009140,1814.00
E01009141,2329.00
E01009143,2190.00
E01009145,3280.00
E01009146,2034.00
E01009147,4735.00
E01009152,3815.00
E01009153,4651.00
E01009155,664.00
E01009157,434.00
E01009158,1812.00
E01009159,2095.00
E01009160,1140.00
E01009161,2249.00
E01009162,2224.00
E01009163,4033.00
E01009164,95.00
E01009165,2325.00
E01009166,187.00
E01009167,1574.00
E01009168,1634.00
E01009169,20.00
E01009170,1067.00
E01009171,324.00
E01009172,1618.00
E01009173,1033.00
E01009174,914.00
E01009175,1989.00
E01009176,1651.00
E01009177,490.00
E01009178,4223.00
E01009179,2219.00
E01009183,771.00
E01009184,9456.00
E01009185,1866.00
E01009186,373.00
E01009187,189.00
E01009188,1720.00
E01009189,6.00
E01009192,500.00
E01009194,906.00
E01009195,906.00
E01009197,400.00
E01009198,1982.00
E01009199,3340.00
E01009200,10202.00
E01009201,2591.00
E01009202,1902.00
E01009203,3925.00
E01009204,4091.00
E01009205,1353.00
E01009206,1580.00
E01009207,1576.00
E01009208,623.00
E01009209,1864.00
E01009210,779.00
E01009211,389.00
E01009212,380.00
E01009213,831.00
E01009214,357.00
E01009215,2565.00
E01009216,1328.00
E01009217,509.00
E01009218,1856.00
E01009219,3286.00
E01009220,1910.00
E01009221,1671.00
E01009222,1126.00
E01009223,1767.00
E01009224,29.00
E01009225,2130.00
E01009226,598.00
E01009227,726.00
E01009228,1793.00
E01009229,346.00
E01009230,2882.00
E01009231,1852.00
E01009232,4182.00
E01009233,1968.00
E01009234,16.00
E01009235,111.00
E01009236,487.00
E01009237,1121.00
E01009238,3349.00
E01009239,11272.00
E01009240,51.00
E01009241,1219.00
E01009242,1625.00
E01009243,240.00
E01009244,1563.00
E01009245,2005.00
E01009246,711.00
E01009247,378.00
E01009248,1142.00
E01009249,1355.00
E01009250,1139.00
E01009251,1347.00
E01009252,1314.00
E01009253,1857.00
E01009254,2009.00
E01009255,1404.00
E01009256,718.00
E01009257,2247.00
E01009258,729.00
E01009259,1231.00
E01009260,3038.00
E01009261,680.00
E01009262,966.00
E01009263,1846.00
E01009264,612.00
E01009265,1455.00
E01009266,1659.00
E01009267,964.00
E01009268,392.00
E01009269,778.00
E01009270,717.00
E01009272,1030.00
E01009273,930.00
E01009274,2260.00
E01009275,1373.00
E01009276,568.00
E01009278,1495.00
E01009279,964.00
E01009280,394.00
E01009281,2298.00
E01009282,1265.00
E01009283,1875.00
E01009284,4772.00
E01009286,770.00
E01009288,1500.00
E01009289,814.00
E01009290,129.00
E01009291,924.00
E01009293,760.00
E01009294,1501.00
E01009295,2604.00
E01009296,503.00
E01009297,2568.00
E01009298,582.00
E01009299,3067.00
E01009300,1293.00
E01009301,1596.00
E01009302,5467.00
E01009303,4763.00
E01009304,22.00
E01009305,507.00
E01009306,2101.00
E01009307,1014.00
E01009308,1216.00
E01009309,562.00
E01009310,1504.00
E01009311,593.00
E01009313,1242.00
E01009314,1462.00
E01009315,4495.00
E01009316,2635.00
E01009317,30.00
E01009318,1072.00
E01009319,1245.00
E01009320,2539.00
E01009321,1054.00
E01009322,3882.00
E01009323,826.00
E01009324,1862.00
E01009325,321.00
E01009326,1797.00
E01009327,259.00
E01009328,517.00
E01009329,1452.00
E01009331,657.00
E01009332,3249.00
E01009333,1197.00
E01009334,323.00
E01009335,1352.00
E01009337,706.00
E01009338,182.00
E01009339,639.00
E01009340,2014.00
E01009341,2284.00
E01009342,1899.00
E01009343,907.00
E01009344,1507.00
E01009345,4075.00
E01009346,507.00
E01009347,1089.00
E01009348,2442.00
E01009349,1979.00
E01009350,206.00
E01009351,448.00
E01009352,918.00
E01009353,1031.00
E01009354,916.00
E01009355,2219.00
E01009358,1344.00
E01009359,1923.00
E01009360,1879.00
E01009361,1699.00
E01009362,1313.00
E01009363,421.00
E01009364,4590.00
E01009365,4852.00
E01009366,1407.00
E01009367,4958.00
E01009368,2090.00
E01009371,5196.00
E01009372,393.00
E01009373,393.00
E01009376,1318.00
E01009378,14938.00
E01009379,1742.00
E01009380,577.00
E01009382,808.00
E01009383,256.00
E01009384,1318.00
E01009385,844.00
E01009389,730.00
E01009390,441.00
E01009391,337.00
E01009392,104.00
E01009393,1226.00
E01009394,1196.00
E01009395,658.00
E01009396,2002.00
E01009397,785.00
E01009399,5.00
E01009400,2001.00
E01009401,2384.00
E01009403,2715.00
E01009404,2447.00
E01009405,542.00
E01009406,1456.00
E01009407,714.00
E01009408,1183.00
E01009409,845.00
E01009410,2112.00
E01009411,7.00
E01009412,930.00
E01009413,831.00
E01009414,199.00
E01009416,792.00
E01009417,395.00
E01009418,354.00
E01009419,314.00
E01009420,161.00
E01009421,211.00
E01009422,927.00
E01009423,578.00
E01009424,2454.00
E01009425,1523.00
E01009426,262.00
E01009427,1161.00
E01009428,40.00
E01009429,14.00
E01009430,268.00
E01009431,237.00
E01009432,2880.00
E01009433,603.00
E01009434,891.00
E01009435,536.00
E01009436,332.00
E01009437,1371.00
E01009438,78.00
E01009439,1107.00
E01009440,1649.00
E01009441,1150.00
E01009442,128.00
E01009443,1395.00
E01009444,355.00
E01009445,1055.00
E01009446,578.00
E01009447,1255.00
E01009448,855.00
E01009449,7390.00
E01009450,1608.00
E01009451,318.00
E01009452,925.00
E01009453,46.00
E01009454,258.00
E01009455,115.00
E01009456,88.00
E01009457,417.00
E01009458,294.00
E01009459,1252.00
E01009460,484.00
E01009461,54.00
E01009462,1360.00
E01009463,905.00
E01009464,481.00
E01009465,1075.00
E01009466,864.00
E01009467,350.00
E01009468,1293.00
E01009469,162.00
E01009470,42.00
E01009471,4189.00
E01009472,822.00
E01009473,2824.00
E01009474,603.00
E01009476,2144.00
E01009477,1038.00
E01009478,1369.00
E01009479,2120.00
E01009480,608.00
E01009481,1684.00
E01009482,1060.00
E01009483,2607.00
E01009484,1595.00
E01009486,2110.00
E01009487,3509.00
E01009488,1079.00
E01009490,2769.00
E01009491,302.00
E01009492,671.00
E01009493,1594.00
E01009494,218.00
E01009495,145.00
E01009496,1756.00
E01009497,1926.00
E01009498,776.00
E01009499,1912.00
E01009500,1640.00
E01009501,2121.00
E01009502,357.00
E01009503,1962.00
E01009504,960.00
E01009505,1300.00
E01009506,96.00
E01009507,646.00
E01009508,1609.00
E01009509,1648.00
E01009510,11.00
E01009511,195.00
E01009512,1173.00
E01009513,2536.00
E01009514,2062.00
E01009515,1023.00
E01009516,32.00
E01009517,648.00
E01009518,976.00
E01009519,74.00
E01009520,1297.00
E01009521,1216.00
E01009522,571.00
E01009523,900.00
E01009524,1153.00
E01009525,909.00
E01009526,241.00
E01009527,838.00
E01009528,410.00
E01009529,960.00
E01009530,287.00
E01009531,1480.00
E01009532,2435.00
E01009535,387.00
E01009536,1825.00
E01009537,1712.00
E01009538,1318.00
E01009539,1275.00
E01009540,842.00
E01009541,265.00
E01009542,1417.00
E01009543,1069.00
E01009544,887.00
E01009548,3663.00
E01009549,918.00
E01009550,1538.00
E01009552,680.00
E01009553,148.00
E01009554,373.00
E01009555,98.00
E01009556,756.00
E01009557,1506.00
E01009558,693.00
E01009559,3185.00
E01009560,717.00
E01009561,695.00
E01009562,713.00
E01009563,860.00
E01009564,3938.00
E01009566,2533.00
E01009567,3403.00
E01009569,203.00
E01009570,970.00
E01009571,605.00
E01009572,1926.00
E01009573,888.00
E01009574,3323.00
E01009575,428.00
E01009576,783.00
E01009577,737.00
E01009578,1062.00
E01009579,1091.00
E01009580,3127.00
E01009581,617.00
E01009582,496.00
E01009583,166.00
E01009584,544.00
E01009585,1497.00
E01009586,98.00
E01009587,1762.00
E01009588,655.00
E01009589,196.00
E01009590,1756.00
E01009591,181.00
E01009592,352.00
E01009593,1018.00
E01009594,385.00
E01009596,442.00
E01009597,1074.00
E01009598,722.00
E01009599,646.00
E01009604,460.00
E01009605,1066.00
E01009606,818.00
E01009607,2180.00
E01009608,1502.00
E01009609,231.00
E01009610,852.00
E01009611,721.00
E01009612,1536.00
E01009613,889.00
E01009614,1085.00
E01009615,468.00
E01009616,468.00
E01009617,851.00
E01009618,165.00
E01009619,1956.00
E01009620,1011.00
E01009621,507.00
E01009622,501.00
E01009623,541.00
E01009624,1237.00
E01009625,723.00
E01009627,1323.00
E01009628,359.00
E01009629,1438.00
E01009630,1157.00
E01009631,539.00
E01009632,2561.00
E01009633,691.00
E01009634,405.00
E01009635,5051.00
E01009636,463.00
E01009637,393.00
E01009638,6412.00
E01009639,651.00
E01009640,946.00
E01009641,419.00
E01009642,19499.00
E01009643,839.00
E01009644,272.00
E01009645,126.00
E01009646,272.00
E01009647,1461.00
E01009649,730.00
E01009650,1907.00
E01009651,521.00
E01009652,601.00
E01009653,269.00
E01009654,763.00
E01009655,1069.00
E01009656,1009.00
E01009657,974.00
E01009658,1238.00
E01009659,288.00
E01009660,759.00
E01009661,2638.00
E01009662,1259.00
E01009663,288.00
E01009664,1287.00
E01009665,245.00
E01009666,143.00
E01009667,1095.00
E01009668,752.00
E01009669,547.00
E01009670,236.00
E01009671,5285.00
E01009672,444.00
E01009674,312.00
E01009676,896.00
E01009679,1722.00
E01009681,1363.00
E01009682,198.00
E01009683,501.00
E01009684,522.00
E01009685,802.00
E01009686,3549.00
E01009687,1611.00
E01009688,664.00
E01009689,1981.00
E01009690,859.00
E01009692,283.00
E01009693,580.00
E01009694,567.00
E01009695,156.00
E01009696,910.00
E01009697,1381.00
E01009698,599.00
E01009699,137.00
E01009700,208.00
E01009701,684.00
E01009702,1717.00
E01009703,2237.00
E01009704,255.00
E01009705,777.00
E01009706,889.00
E01009707,317.00
E01009708,1085.00
E01009709,661.00
E01009710,932.00
E01009711,335.00
E01009712,2004.00
E01009713,1087.00
E01009714,374.00
E01009715,582.00
E01009716,516.00
E01009717,702.00
E01009718,1418.00
E01009719,210.00
E01009720,426.00
E01009721,2831.00
E01009722,408.00
E01009723,272.00
E01009724,449.00
E01009725,213.00
E01009726,639.00
E01009727,293.00
E01009728,528.00
E01009729,210.00
E01009731,1466.00
E01009732,896.00
E01009733,2019.00
E01009734,5070.00
E01009735,1041.00
E01009736,447.00
E01009737,1098.00
E01009738,161.00
E01009739,784.00
E01009740,1374.00
E01009741,6522.00
E01009742,468.00
E01009743,756.00
E01009744,2361.00
E01009745,535.00
E01009746,2501.00
E01009747,131.00
E01009748,1256.00
E01009749,592.00
E01009750,552.00
E01009751,1155.00
E01009752,1160.00
E01009753,900.00
E01009754,442.00
E01009756,1960.00
E01009757,7743.00
E01009758,679.00
E01009759,214.00
E01009760,940.00
E01009762,850.00
E01009763,569.00
E01009764,456.00
E01009765,895.00
E01009766,126.00
E01009767,664.00
E01009768,1927.00
E01009769,628.00
E01009770,410.00
E01009771,170.00
E01009772,387.00
E01009773,1028.00
E01009774,456.00
E01009775,850.00
E01009776,1001.00
E01009777,1141.00
E01009778,405.00
E01009779,901.00
E01009780,600.00
E01009781,967.00
E01009782,360.00
E01009783,453.00
E01009784,360.00
E01009785,422.00
E01009786,286.00
E01009787,149.00
E01009788,1436.00
E01009790,563.00
E01009791,204.00
E01009792,761.00
E01009793,1062.00
E01009794,806.00
E01009795,707.00
E01009796,400.00
E01009797,645.00
E01009798,295.00
E01009799,62.00
E01009800,1682.00
E01009801,1958.00
E01009802,830.00
E01009803,1505.00
E01009804,1341.00
E01009805,1673.00
E01009806,2132.00
E01009807,1224.00
E01009808,403.00
E01009809,566.00
E01009810,130.00
E01009811,646.00
E01009812,961.00
E01009813,224.00
E01009815,213.00
E01009816,480.00
E01009817,844.00
E01009818,521.00
E01009819,188.00
E01009820,968.00
E01009821,239.00
E01009822,1391.00
E01009823,31.00
E01009824,1019.00
E01009825,705.00
E01009827,217.00
E01009828,307.00
E01009829,994.00
E01009830,1380.00
E01009831,366.00
E01009832,1029.00
E01009833,1225.00
E01009834,892.00
E01009835,336.00
E01009836,1759.00
E01009837,492.00
E01009838,759.00
E01009839,707.00
E01009840,1209.00
E01009841,1181.00
E01009842,712.00
E01009843,1136.00
E01009844,1147.00
E01009845,46.00
E01009846,652.00
E01009847,424.00
E01009848,924.00
E01009849,650.00
E01009850,402.00
E01009851,419.00
E01009852,113.00
E01009853,333.00
E01009854,364.00
E01009855,153.00
E01009856,3305.00
E01009857,960.00
E01009858,759.00
E01009859,389.00
E01009860,230.00
E01009861,913.00
E01009862,1251.00
E01009863,350.00
E01009864,740.00
E01009865,722.00
E01009866,3272.00
E01009867,498.00
E01009868,648.00
E01009869,777.00
E01009870,946.00
E01009871,408.00
E01009872,827.00
E01009873,462.00
E01009874,588.00
E01009875,1025.00
E01009876,343.00
E01009877,299.00
E01009878,806.00
E01009879,1769.00
E01009880,1942.00
E01009881,4025.00
E01009882,60.00
E01009883,1195.00
E01009884,2704.00
E01009885,1229.00
E01009886,923.00
E01009887,1297.00
E01009888,982.00
E01009889,3979.00
E01009890,192.00
E01009891,1015.00
E01009892,6524.00
E01009893,1566.00
E01009894,71.00
E01009895,1029.00
E01009896,274.00
E01009897,549.00
E01009898,887.00
E01009899,574.00
E01009900,37.00
E01009901,1186.00
E01009902,341.00
E01009903,231.00
E01009904,311.00
E01009905,979.00
E01009906,813.00
E01009908,128.00
E01009909,529.00
E01009910,259.00
E01009911,410.00
E01009912,802.00
E01009913,626.00
E01009914,607.00
E01009915,1101.00
E01009916,565.00
E01009917,217.00
E01009918,288.00
E01009919,532.00
E01009920,464.00
E01009921,1179.00
E01009922,268.00
E01009923,551.00
E01009924,312.00
E01009925,2420.00
E01009926,438.00
E01009927,5116.00
E01009928,371.00
E01009929,1367.00
E01009930,1428.00
E01009931,1469.00
E01009932,2572.00
E01009933,357.00
E01009934,1811.00
E01009935,1093.00
E01009936,229.00
E01009937,526.00
E01009938,677.00
E01009939,735.00
E01009940,491.00
E01009941,382.00
E01009942,594.00
E01009943,1076.00
E01009944,612.00
E01009946,3558.00
E01009947,3897.00
E01009948,592.00
E01009949,885.00
E01009950,3417.00
E01009951,260.00
E01009952,123.00
E01009953,3026.00
E01009954,1230.00
E01009955,3538.00
E01009956,1087.00
E01009957,20.00
E01009958,739.00
E01009959,394.00
E01009960,985.00
E01009961,613.00
E01009962,628.00
E01009963,399.00
E01009964,466.00
E01009965,276.00
E01009966,711.00
E01009967,24.00
E01009968,490.00
E01009969,179.00
E01009970,433.00
E01009971,528.00
E01009972,1567.00
E01009973,1429.00
E01009974,1651.00
E01009975,245.00
E01009976,520.00
E01009977,1725.00
E01009978,419.00
E01009979,1796.00
E01009980,1223.00
E01009981,2482.00
E01009982,536.00
E01009983,927.00
E01009985,795.00
E01009986,401.00
E01009987,1246.00
E01009988,3084.00
E01009989,4236.00
E01009991,1753.00
E01009992,864.00
E01009993,668.00
E01009994,1938.00
E01009995,1030.00
E01009996,917.00
E01009997,766.00
E01009998,862.00
E01009999,1429.00
E01010000,946.00
E01010001,478.00
E01010002,680.00
E01010003,638.00
E01010004,1465.00
E01010005,280.00
E01010006,612.00
E01010007,1098.00
E01010008,256.00
E01010009,239.00
E01010010,2901.00
E01010011,944.00
E01010012,654.00
E01010013,1960.00
E01010014,1840.00
E01010015,2457.00
E01010016,2213.00
E01010017,6751.00
E01010018,3614.00
E01010019,1282.00
E01010020,748.00
E01010021,877.00
E01010022,1231.00
E01010023,944.00
E01010024,750.00
E01010025,1416.00
E01010026,941.00
E01010027,2258.00
E01010028,1006.00
E01010029,802.00
E01010030,1006.00
E01010031,2343.00
E01010032,551.00
E01010033,944.00
E01010034,73.00
E01010035,111.00
E01010036,590.00
E01010037,498.00
E01010038,830.00
E01010039,856.00
E01010040,1409.00
E01010041,100.00
E01010042,1740.00
E01010043,591.00
E01010044,371.00
E01010045,1145.00
E01010046,2039.00
E01010047,2944.00
E01010048,772.00
E01010049,764.00
E01010050,224.00
E01010051,222.00
E01010052,448.00
E01010053,3896.00
E01010054,804.00
E01010055,164.00
E01010056,465.00
E01010057,531.00
E01010058,660.00
E01010059,1406.00
E01010060,1065.00
E01010061,1975.00
E01010062,3002.00
E01010063,1398.00
E01010064,1208.00
E01010065,2042.00
E01010066,1144.00
E01010067,11.00
E01010068,987.00
E01010069,952.00
E01010070,826.00
E01010071,1257.00
E01010072,1614.00
E01010073,448.00
E01010074,1824.00
E01010076,920.00
E01010077,234.00
E01010078,334.00
E01010079,24.00
E01010080,565.00
E01010081,469.00
E01010082,347.00
E01010083,267.00
E01010084,664.00
E01010085,1024.00
E01010086,38.00
E01010087,977.00
E01010088,111.00
E01010089,973.00
E01010090,3061.00
E01010091,1332.00
E01010092,2156.00
E01010093,494.00
E01010094,1565.00
E01010095,419.00
E01010096,3233.00
E01010097,2421.00
E01010098,1147.00
E01010099,921.00
E01010100,1849.00
E01010101,4035.00
E01010102,7788.00
E01010103,4041.00
E01010104,2514.00
E01010105,93.00
E01010106,9836.00
E01010107,3141.00
E01010108,24.00
E01010109,8506.00
E01010110,1767.00
E01010111,1318.00
E01010112,1071.00
E01010114,1469.00
E01010115,353.00
E01010116,251.00
E01010117,1051.00
E01010118,180.00
E01010119,2769.00
E01010120,1271.00
E01010121,3996.00
E01010122,1896.00
E01010123,749.00
E01010124,1213.00
E01010125,6653.00
E01010126,2324.00
E01010127,584.00
E01010128,2535.00
E01010129,2084.00
E01010130,431.00
E01010131,1210.00
E01010132,817.00
E01010133,2451.00
E01010134,180.00
E01010135,1047.00
E01010136,56.00
E01010137,1139.00
E01010138,455.00
E01010139,1490.00
